czech_word	english_translation	czech_sentence	english_sentence
zachránit	to save	Zachránil ho včas.	He saved him in time.
soupeř	opponent	Soupeř útočí rychle.	The opponent attacks quickly.
ústav	institute	Ústav vydal zprávu.	The institute released a report.
varianta	variant	Varianta není jistá.	The variant is not certain.
levý	left	Levý bok bolí.	My left side hurts.
r	r	The letter r chybí.	The letter r is missing.
potíž	trouble	Potíž nastala náhle.	Trouble occurred suddenly.
kolem	around	Chodím kolem domu.	I walk around the house.
poloha	position	Poloha se změnila.	The position changed.
umělecký	artistic	Umělecký styl zaujme.	The artistic style impresses.
vážný	serious	Vážný problém trvá.	The serious problem continues.
klíčový	key	Klíčový bod chybí.	The key point is missing.
obecný	general	Obecný názor stačí.	The general opinion is enough.
dovnitř	inside	Jdu dovnitř pomalu.	I go inside slowly.
schod	stair	Schod je vysoký.	The stair is high.
vědecký	scientific	Vědecký tým uspěl.	The scientific team succeeded.
čtvrtý	fourth	Čtvrtý pokus selhal.	The fourth attempt failed.
festival	festival	Festival začal včera.	The festival started yesterday.
srpen	August	Srpen bývá horký.	August is usually hot.
tabulka	table	Tabulka je prázdná.	The table is empty.
rozpočet	budget	Rozpočet letos klesl.	The budget dropped this year.
obava	fear	Obava stále trvá.	The fear still remains.
rozměr	dimension	Rozměr není přesný.	The dimension is not exact.
cokoli	anything	Cokoli uděláš, pomůže.	Anything you do will help.
správně	correctly	Dělal to správně.	He did it correctly.
žádat	to request	Žádám o pomoc.	I request help.
pozemek	land	Pozemek byl prodán.	The land was sold.
poskytnout	to provide	Poskytnu potřebné údaje.	I will provide the needed data.
tentýž	the same	Tentýž člověk přišel.	The same person arrived.
školní	school	Školní rok začíná.	The school year begins.
přibližně	approximately	Přibližně to sedí.	It fits approximately.
výrobek	product	Výrobek dorazil dnes.	The product arrived today.
těsně	closely	Těsně mě minul.	He narrowly missed me.
uzavřít	to close	Uzavřel smlouvu včas.	He closed the contract in time.
aktivní	active	Jsem stále aktivní.	I am still active.
devět	nine	Mám devět knih.	I have nine books.
dovést	to bring	Dovedl ho domů.	He brought him home.
kombinace	combination	Kombinace nefunguje dobře.	The combination doesn’t work well.
alkohol	alcohol	Alkohol škodí zdraví.	Alcohol harms health.
připomenout	to remind	Připomněl mi termín.	He reminded me of the date.
objem	volume	Objem vody klesá.	The water volume decreases.
zbavit	to rid	Zbavil se dluhů.	He got rid of debts.
kočka	cat	Kočka spí venku.	The cat sleeps outside.
podzim	autumn	Podzim začal brzy.	Autumn started early.
brána	gate	Brána se otevřela.	The gate opened.
značný	considerable	Značný rozdíl vznikl.	A considerable difference appeared.
vnější	external	Vnější část padá.	The external part is falling.
koleno	knee	Koleno mě bolí.	My knee hurts.
obyčejný	ordinary	Obyčejný den končí.	An ordinary day ends.
snížit	to reduce	Snížil rychlost auta.	He reduced the car’s speed.
chvilka	moment	Chvilka ticha stačila.	A moment of silence was enough.
prodat	to sell	Prodal starý dům.	He sold the old house.
víra	faith	Víra mu pomáhá.	Faith helps him.
víkend	weekend	Víkend začíná dneska.	The weekend starts today.
hřiště	field	Hřiště je prázdné.	The field is empty.
kariéra	career	Kariéra rychle rostla.	The career grew quickly.
celek	whole	Celek působí dobře.	The whole looks good.
tj	that is	Tj. platí stále.	That is still valid.
žlutý	yellow	Žlutý květ voní.	The yellow flower smells.
zkouška	exam	Zkouška dopadla dobře.	The exam turned out well.
občanský	civic	Občanský průkaz chybí.	The ID card is missing.
letadlo	airplane	Letadlo přistálo bezpečně.	The airplane landed safely.
dotace	grant	Dotace byla schválena.	The grant was approved.
nos	nose	Nos mě svědí.	My nose itches.
výstavba	construction	Výstavba pokračuje dál.	The construction continues.
okolnost	circumstance	Okolnost byla zvláštní.	The circumstance was unusual.
vzdálenost	distance	Vzdálenost je malá.	The distance is small.
román	novel	Román mě zaujal.	The novel interested me.
počasí	weather	Počasí se zhoršilo.	The weather worsened.
poznamenat	to remark	Poznamenal to tiše.	He remarked it quietly.
doplnit	to add	Doplnil chybějící část.	He added the missing part.
zmíněný	mentioned	Zmíněný text chybí.	The mentioned text is missing.
dodnes	to this day	Dodnes to nevím.	I don’t know it to this day.
starat	to care	Starám se o něj.	I care for him.
fanoušek	fan	Fanoušek čeká venku.	The fan waits outside.
filmový	film-related	Filmový svět roste.	The film world grows.
areál	complex	Areál je uzavřený.	The complex is closed.
touha	desire	Touha stále trvá.	The desire still remains.
sdělit	to inform	Sdělil pravdu rychle.	He told the truth quickly.
pravidelný	regular	Pravidelný rytmus pomáhá.	A regular rhythm helps.
zbývat	to remain	Zbývá málo času.	Little time remains.
nahradit	to replace	Nahradil starý systém.	He replaced the old system.
nastoupit	to board	Nastoupil do vlaku.	He boarded the train.
bok	side	Bok mě bolí.	My side hurts.
ekonomika	economy	Ekonomika roste pomalu.	The economy grows slowly.
lék	medicine	Lék zabral rychle.	The medicine worked quickly.
popisovat	to describe	Popisuju celý problém.	I describe the whole problem.
teplo	heat	Teplo stoupá rychle.	The heat rises quickly.
jedinec	individual	Jedinec se liší.	The individual differs.
operace	operation	Operace proběhla dobře.	The operation went well.
trpět	to suffer	Trpí bolestí dlouho.	He suffers pain for long.
olej	oil	Olej uniká ven.	The oil leaks out.
jemný	gentle	Jemný hlas zněl.	The gentle voice sounded.
vědec	scientist	Vědec publikoval studii.	The scientist published a study.
odjet	to depart	Odjel velmi brzy.	He departed very early.
vazba	bond	Vazba mezi nimi trvá.	The bond between them lasts.
budoucí	future	Budoucí plán selhal.	The future plan failed.
průměr	average	Průměr je příliš nízký.	The average is too low.
připravený	ready	Jsem připravený úplně.	I am completely ready.
ostatně	besides	Ostatně to víš.	Besides, you know it.
přikývnout	to nod	Přikývl bez váhání.	He nodded without hesitation.
pravidelně	regularly	Pravidelně cvičím doma.	I exercise at home regularly.
zpívat	to sing	Zpívám velmi tiše.	I sing very quietly.
vyjádřit	to express	Vyjádřil svůj názor.	He expressed his opinion.
vyrábět	to produce	Vyrábíme nové díly.	We produce new parts.
dle	according to	Dle plánu začneme.	According to the plan, we start.
večeře	dinner	Večeře je hotová.	Dinner is ready.
déšť	rain	Déšť padá pomalu.	Rain falls slowly.
narazit	to hit	Narazil na problém.	He hit a problem.
několikrát	several times	Několikrát jsem volal.	I called several times.
příslušný	relevant	Příslušný dokument chybí.	The relevant document is missing.
vůně	scent	Vůně byla silná.	The scent was strong.
vystoupit	to get off	Vystoupil na další stanici.	He got off at the next station.
bezpečnost	safety	Bezpečnost je důležitá.	Safety is important.
termín	deadline	Termín se blíží.	The deadline approaches.
chránit	to protect	Chrání své děti.	He protects his children.
fotbal	football	Fotbal začíná brzy.	Football starts soon.
led	ice	Led rychle taje.	The ice melts quickly.
postoj	stance	Postoj se změnil.	The stance changed.
tábor	camp	Tábor začal včera.	The camp started yesterday.
padesát	fifty	Mám padesát korun.	I have fifty crowns.
fotbalový	football-related	Fotbalový tým vyhrál.	The football team won.
vesmír	universe	Vesmír je obrovský.	The universe is huge.
paže	arm	Paže mě bolí.	My arm hurts.
vzdálený	distant	Vzdálený zvuk mizí.	The distant sound fades.
břeh	shore	Břeh je kluzký.	The shore is slippery.
častý	frequent	Častý problém trvá.	The frequent problem continues.
klást	to place	Kladu věci sem.	I place things here.
tón	tone	Tón zněl jasně.	The tone sounded clear.
prosinec	December	Prosinec bývá studený.	December is usually cold.
zažít	to experience	Zažil to dvakrát.	He experienced it twice.
nýbrž	but rather	Nýbrž odešel hned.	But rather, he left immediately.
káva	coffee	Káva voní silně.	The coffee smells strong.
dotknout	to touch	Dotkl se stolu.	He touched the table.
agentura	agency	Agentura zveřejnila zprávu.	The agency published a report.
uvědomovat	to realize	Uvědomuju si chybu.	I realize the mistake.
smích	laughter	Smích se ozval.	Laughter was heard.
přežít	to survive	Přežil těžkou noc.	He survived a hard night.
manažer	manager	Manažer odešel brzy.	The manager left early.
lidový	folk	Lidový tanec začal.	The folk dance began.
spotřeba	consumption	Spotřeba vody stoupla.	Water consumption increased.
kost	bone	Kost se zlomila.	The bone broke.
rekonstrukce	renovation	Rekonstrukce pokračuje dál.	The renovation continues.
jistota	certainty	Jistota už neplatí.	The certainty no longer holds.
zítra	tomorrow	Zítra přijdu brzy.	I will come early tomorrow.
přečíst	to read	Přečtu to večer.	I’ll read it tonight.
patro	floor	Patro je prázdné.	The floor is empty.
zahraničí	abroad	Pracuju v zahraničí.	I work abroad.
čerstvý	fresh	Čerstvý chléb voní.	Fresh bread smells good.
zboží	goods	Zboží dorazilo dnes.	The goods arrived today.
autobus	bus	Autobus přijel pozdě.	The bus arrived late.
charakter	character	Charakter se projevil.	The character showed.
ostrý	sharp	Ostrý nůž řeže.	The sharp knife cuts.
vzájemný	mutual	Vzájemný respekt trvá.	Mutual respect remains.
tiše	quietly	Mluví velmi tiše.	He speaks very quietly.
léčba	treatment	Léčba trvala dlouho.	The treatment lasted long.
televizní	television	Televizní pořad skončil.	The TV show ended.
děkovat	to thank	Děkuju za pomoc.	I thank you for the help.
hotový	ready	Jsem hotový úplně.	I am completely ready.
pád	fall	Pád byl tvrdý.	The fall was hard.
červenec	July	Červenec bývá horký.	July is usually hot.
energetický	energy-related	Energetický sektor roste.	The energy sector grows.
pohlédnout	to look	Pohlédl na mě.	He looked at me.
též	also	Též jsem tam byl.	I was there also.
zachovat	to preserve	Zachoval staré zvyky.	He preserved old customs.
patnáct	fifteen	Mám patnáct knih.	I have fifteen books.
vrchol	peak	Vrchol je blízko.	The peak is near.
znalost	knowledge	Znalost jazyka pomáhá.	Knowledge of language helps.
studie	study	Studie ukázala chybu.	The study showed an error.
reálný	real	Reálný problém trvá.	The real problem continues.
spočívat	to consist	Úkol spočívá v práci.	The task consists of work.
sednout	to sit	Sedl si tiše.	He sat down quietly.
umístit	to place	Umístil to sem.	He placed it here.
to	it	To stačí úplně.	That is completely enough.
podstatný	essential	Podstatný bod chybí.	The essential point is missing.
církev	church	Církev rostla pomalu.	The church grew slowly.
žádost	request	Žádost byla schválena.	The request was approved.
klidný	calm	Klidný den končí.	The calm day ends.
domnívat	to believe	Domnívám se, že ano.	I believe so.
faktor	factor	Faktor ovlivnil výsledek.	The factor influenced the result.
pokaždé	every time	Pokaždé přijdu včas.	I come on time every time.
mapa	map	Mapa je nepřesná.	The map is inaccurate.
studovat	to study	Studuju historii doma.	I study history at home.
sbírka	collection	Sbírka je rozsáhlá.	The collection is extensive.
časový	time-related	Časový plán selhal.	The timeline failed.
účinek	effect	Účinek byl slabý.	The effect was weak.
pták	bird	Pták letí nízko.	The bird flies low.
dostatečný	sufficient	Dostatečný důvod chybí.	A sufficient reason is missing.
mobilní	mobile	Mobilní signál mizí.	The mobile signal fades.
lišit	to differ	Liší se to výrazně.	It differs significantly.
aktuální	current	Aktuální stav trvá.	The current state continues.
výbor	committee	Výbor rozhodl rychle.	The committee decided quickly.
táhnout	to pull	Táhnu těžký kufr.	I pull a heavy suitcase.
hmota	matter	Hmota se mění.	Matter changes.
účast	participation	Účast byla vysoká.	Participation was high.
postavení	position	Postavení se změnilo.	The position changed.
určený	designated	Určený čas vypršel.	The designated time expired.
souviset	to relate	To souvisí s tématem.	It relates to the topic.
pevně	firmly	Držím to pevně.	I hold it firmly.
východ	east	Východ slunce začíná.	Sunrise begins.
dostatečně	sufficiently	Není to dostatečně jasné.	It isn’t sufficiently clear.
zisk	profit	Zisk letos stoupl.	Profit increased this year.
hledět	to look	Hledím na něj.	I look at him.
levný	cheap	Levný oběd stačí.	A cheap lunch is enough.
znak	sign	Znak je nejasný.	The sign is unclear.
následně	subsequently	Následně odešel domů.	He subsequently went home.
informovat	to inform	Informoval mě včas.	He informed me in time.
únor	February	Únor bývá chladný.	February is usually cold.
vůle	will	Vůle mu pomohla.	His will helped him.
účastník	participant	Účastník čeká venku.	The participant waits outside.
milý	kind	Milý člověk přišel.	A kind person arrived.
částka	amount	Částka byla vysoká.	The amount was high.
dohoda	agreement	Dohoda platí stále.	The agreement still stands.
naštěstí	fortunately	Naštěstí to skončilo.	Fortunately it ended.
oproti	compared to	Oproti tomu je lepší.	Compared to that, it’s better.
instituce	institution	Instituce vydala zprávu.	The institution released a report.
srovnání	comparison	Srovnání ukázalo rozdíl.	The comparison showed a difference.
jako	as	Dělám to jako on.	I do it like him.
proběhnout	to take place	Akce proběhla dobře.	The event took place well.
jak	how	Vím, jak to funguje.	I know how it works.
podílet	to participate	Podílím se na projektu.	I participate in the project.
adresa	address	Adresa je neúplná.	The address is incomplete.
současnost	present	Současnost je složitá.	The present is complicated.
ztrácet	to lose	Ztrácím trpělivost pomalu.	I slowly lose patience.
předpoklad	assumption	Předpoklad byl správný.	The assumption was correct.
bezpečnostní	security	Bezpečnostní systém selhal.	The security system failed.
zas	again	Zas to nefunguje.	It doesn’t work again.
nálada	mood	Nálada se zlepšila.	The mood improved.
přivést	to bring	Přivedl ho domů.	He brought him home.
původ	origin	Původ problému je jasný.	The origin of the problem is clear.
pořádně	properly	Dělej to pořádně.	Do it properly.
odmítat	to refuse	Odmítám to znovu.	I refuse it again.
oprava	repair	Oprava trvala dlouho.	The repair took long.
hospodářský	economic	Hospodářský růst zpomalil.	Economic growth slowed.
nákup	purchase	Nákup proběhl rychle.	The purchase went quickly.
zimní	winter	Zimní den končí.	The winter day ends.
vteřina	second	Trvalo to vteřinu.	It took a second.
pátek	Friday	Pátek bude klidný.	Friday will be calm.
obvod	district	Obvod je velký.	The district is large.
západ	west	Západ slunce mizí.	The sunset fades.
účet	account	Účet byl zablokován.	The account was blocked.
zakázka	order	Zakázka byla dokončena.	The order was completed.
vězení	prison	Vězení je přeplněné.	The prison is overcrowded.
kruh	circle	Kruh je neúplný.	The circle is incomplete.
rozsáhlý	extensive	Rozsáhlý plán selhal.	The extensive plan failed.
spor	dispute	Spor trvá dlouho.	The dispute lasts long.
svaz	union	Svaz rozhodl správně.	The union decided correctly.
hodnocení	evaluation	Hodnocení bylo pozitivní.	The evaluation was positive.
označit	to mark	Označil správné místo.	He marked the correct place.
odpor	resistance	Odpor byl silný.	The resistance was strong.
krása	beauty	Krása je pomíjivá.	Beauty is fleeting.
takzvaný	so-called	Takzvaný problém zmizel.	The so-called problem disappeared.
vyskytovat	to occur	Vyskytuje se to často.	It occurs often.
produkce	production	Produkce stoupla výrazně.	Production increased significantly.
mléko	milk	Mléko je čerstvé.	The milk is fresh.
pozitivní	positive	Pozitivní výsledek přišel.	The positive result arrived.
silně	strongly	Fouká silně venku.	It blows strongly outside.
lokalita	location	Lokalita je neznámá.	The location is unknown.
oblečení	clothing	Oblečení je drahé.	The clothing is expensive.
zlý	evil	Zlý muž odešel.	The evil man left.
průmysl	industry	Průmysl roste pomalu.	The industry grows slowly.
apod	etc	Dělám to tak apod.	I do it like that etc.
chytit	to catch	Chytil míč rychle.	He caught the ball quickly.
finance	finance	Finance nestačí úplně.	The finances aren’t enough.
poměr	ratio	Poměr je správný.	The ratio is correct.
lehce	lightly	Lehce se dotkl stolu.	He lightly touched the table.
dávný	ancient	Dávný příběh končí.	The ancient story ends.
utéci	to escape	Utekl velmi rychle.	He escaped very quickly.
ovlivnit	to influence	Ovlivnil celý výsledek.	He influenced the entire result.
vybírat	to choose	Vybírám správnou možnost.	I choose the correct option.
vybavit	to equip	Vybavil místnost úplně.	He fully equipped the room.
kapitán	captain	Kapitán odešel první.	The captain left first.
fyzický	physical	Fyzický kontakt chybí.	Physical contact is missing.
temný	dark	Temný les děsí.	The dark forest frightens.
odchod	departure	Odchod nastal náhle.	The departure happened suddenly.
poznámka	note	Poznámka byla krátká.	The note was short.
úsek	section	Úsek je uzavřený.	The section is closed.
unie	union	Unie rozhodla správně.	The union decided correctly.
uložit	to store	Uložil data bezpečně.	He stored the data safely.
režisér	director	Režisér dokončil film.	The director finished the film.
rozšířit	to expand	Rozšířil celý plán.	He expanded the entire plan.
stáhnout	to download	Stáhl nový soubor.	He downloaded a new file.
osobně	personally	Osobně to neznám.	I don’t know it personally.
samostatný	independent	Samostatný úkol stačí.	An independent task is enough.
studený	cold	Studený vítr fouká.	Cold wind blows.
odcházet	to leave	Odcházím velmi brzy.	I’m leaving very early.
slza	tear	Slza mu stekla.	A tear ran down.
série	series	Série pokračuje dál.	The series continues.
křeslo	armchair	Křeslo je pohodlné.	The armchair is comfortable.
toužit	to desire	Toužím po klidu.	I desire peace.
výchova	education	Výchova byla přísná.	The upbringing was strict.
soustředit	to focus	Soustředím se na práci.	I focus on work.
pozdní	late	Pozdní vlak přijel.	The late train arrived.
tráva	grass	Tráva rychle roste.	The grass grows quickly.
spustit	to launch	Spustil nový systém.	He launched a new system.
ticho	silence	Ticho trvalo dlouho.	The silence lasted long.
viset	to hang	Obraz visí nízko.	The picture hangs low.
východní	eastern	Východní vítr fouká.	The eastern wind blows.
domácnost	household	Domácnost šetří vodu.	The household saves water.
hala	hall	Hala je prázdná.	The hall is empty.
nehoda	accident	Nehoda se stala včera.	The accident happened yesterday.
tlačítko	button	Tlačítko nefunguje správně.	The button doesn’t work properly.
nárok	claim	Nárok byl uznán.	The claim was acknowledged.
dno	bottom	Dno je příliš hluboké.	The bottom is too deep.
pozor	careful	Pozor, auto jede.	Careful, a car is coming.
zaujmout	to interest	Zaujal mě příběh.	The story interested me.
anglický	English	Anglický text chybí.	The English text is missing.
nazývat	to call	Nazývám to chybou.	I call it a mistake.
odkud	from where	Vím, odkud přišel.	I know where he came from.
radnice	town hall	Radnice je zavřená.	The town hall is closed.
pořídit	to acquire	Pořídil nový byt.	He acquired a new apartment.
cosi	something	Cosi tam leželo.	Something lay there.
hmotnost	weight	Hmotnost je nízká.	The weight is low.
hnutí	movement	Hnutí získalo podporu.	The movement gained support.
stanovit	to set	Stanovil jasná pravidla.	He set clear rules.
kapela	band	Kapela hrála skvěle.	The band played great.
slovenský	Slovak	Slovenský tým vyhrál.	The Slovak team won.
pobyt	stay	Pobyt byl krátký.	The stay was short.
sál	hall	Sál se naplnil.	The hall filled up.
upozornit	to warn	Upozornil mě včas.	He warned me in time.
projevit	to show	Projevil velkou odvahu.	He showed great courage.
potravina	food	Potravina je čerstvá.	The food is fresh.
dlouhodobý	long-term	Dlouhodobý plán selhal.	The long-term plan failed.
tichý	quiet	Tichý hlas zněl.	The quiet voice sounded.
detail	detail	Detail chybí úplně.	The detail is completely missing.
byť	even though	Byť prší, jdu.	Even though it rains, I go.
plánovat	to plan	Plánuju nový projekt.	I plan a new project.
atd	etc	Dělám to tak atd.	I do it like that etc.
zmínit	to mention	Zmínil to krátce.	He mentioned it briefly.
odpoledne	afternoon	Odpoledne přijdu domů.	I’ll come home in the afternoon.
přítomný	present	Přítomný člověk mlčel.	The present person was silent.
rovnou	directly	Jdu rovnou domů.	I go straight home.
jinde	elsewhere	Bydlím jinde teď.	I live elsewhere now.
vítěz	winner	Vítěz byl znám.	The winner was known.
dohromady	together	Pracujeme dohromady často.	We work together often.
kurs	course	Kurs začal včera.	The course started yesterday.
trať	track	Trať je mokrá.	The track is wet.
vánoční	Christmas	Vánoční trh začal.	The Christmas market opened.
veliký	large	Veliký dům stojí.	A large house stands.
fakulta	faculty	Fakulta je otevřená.	The faculty is open.
horký	hot	Horký čaj pomáhá.	Hot tea helps.
tehdejší	former	Tehdejší plán selhal.	The former plan failed.
kapacita	capacity	Kapacita nestačí vůbec.	The capacity is not enough.
pěkně	nicely	Pěkně to zní.	It sounds nice.
přání	wish	Přání se splnilo.	The wish came true.
umělec	artist	Umělec vystoupil večer.	The artist performed in the evening.
odlišný	different	Odlišný názor zazněl.	A different opinion was voiced.
vyvolat	to trigger	Vyvolal silnou reakci.	He triggered a strong reaction.
zlato	gold	Zlato rychle zdražilo.	Gold became expensive quickly.
blížit	to approach	Blíží se bouře.	A storm is approaching.
mladík	young man	Mladík odešel brzy.	The young man left early.
hodlat	to intend	Hodlám to dokončit.	I intend to finish it.
informační	information	Informační systém selhal.	The information system failed.
plně	fully	Plně tomu věřím.	I fully believe it.
spadnout	to fall	Spadl na zem.	He fell to the ground.
knížka	book	Knížka mě baví.	The book entertains me.
zahájit	to start	Zahájil nový projekt.	He started a new project.
spánek	sleep	Spánek byl krátký.	The sleep was short.
dostupný	available	Dostupný materiál chybí.	The available material is missing.
případný	potential	Případný problém vznikl.	A potential problem arose.
realita	reality	Realita je tvrdá.	Reality is harsh.
květ	flower	Květ voní krásně.	The flower smells lovely.
křičet	to shout	Křičel velmi hlasitě.	He shouted very loudly.
rozsah	range	Rozsah je omezený.	The range is limited.
poradit	to advise	Poradil mi dobře.	He advised me well.
zvyšovat	to increase	Zvyšuji rychlost pomalu.	I increase speed slowly.
vina	guilt	Vina nebyla jasná.	The guilt wasn’t clear.
rozdělit	to divide	Rozdělil práci spravedlivě.	He divided the work fairly.
fotka	photo	Fotka je rozmazaná.	The photo is blurry.
signál	signal	Signál se ztrácí.	The signal is fading.
čaj	tea	Čaj je horký.	The tea is hot.
novinář	journalist	Novinář odešel brzy.	The journalist left early.
zásada	principle	Zásada stále platí.	The principle still applies.
populace	population	Populace rychle roste.	The population grows quickly.
splnit	to fulfill	Splnil svůj slib.	He fulfilled his promise.
obrana	defense	Obrana selhala úplně.	The defense failed completely.
nadále	further	Nadále pokračuju dál.	I continue further.
proměnit	to transform	Proměnil to v úspěch.	He turned it into success.
průměrný	average	Průměrný výsledek stačí.	The average result is enough.
cukr	sugar	Cukr se rozpustil.	The sugar dissolved.
padat	to fall	Padá jemný sníh.	Fine snow is falling.
úplný	complete	Úplný klid nastal.	Complete calm occurred.
dvůr	courtyard	Dvůr je prázdný.	The courtyard is empty.
hrdina	hero	Hrdina zachránil dítě.	The hero saved a child.
učinit	to do	Učinil správné rozhodnutí.	He made the right decision.
působení	effect	Působení léku skončilo.	The medicine’s effect ended.
prozradit	to reveal	Prozradil tajnou informaci.	He revealed secret information.
podávat	to serve	Podávám teplou polévku.	I serve warm soup.
dočkat	to wait for	Dočkal jsem se odpovědi.	I waited for the answer.
probudit	to wake up	Probudil mě hluk.	Noise woke me up.
třetina	third	Třetina lidí odešla.	A third of the people left.
spodní	lower	Spodní část chybí.	The lower part is missing.
premiér	prime minister	Premiér vystoupil dnes.	The prime minister spoke today.
displej	display	Displej nefunguje správně.	The display doesn’t work properly.
jádro	core	Jádro problému známe.	We know the core of the problem.
vzor	pattern	Vzor je složitý.	The pattern is complex.
zavést	to introduce	Zavedl nový systém.	He introduced a new system.
uskutečnit	to carry out	Uskutečnil plán včas.	He carried out the plan in time.
vedoucí	leader	Vedoucí odešel brzy.	The leader left early.
dovolená	vacation	Dovolená byla krátká.	The vacation was short.
cz	cz	CZ verze chybí.	The CZ version is missing.
doporučovat	to recommend	Doporučuju tento postup.	I recommend this procedure.
strašně	terribly	Je strašně unavený.	He is terribly tired.
nádherný	wonderful	Nádherný den končí.	A wonderful day ends.
soustava	system	Soustava selhala náhle.	The system failed suddenly.
l	l	The letter l chybí.	The letter l is missing.
italský	Italian	Italský tým vyhrál.	The Italian team won.
vydávat	to publish	Vydávám nové články.	I publish new articles.
vzdělávání	education	Vzdělávání je důležité.	Education is important.
věž	tower	Věž stojí vysoko.	The tower stands tall.
rozhodovat	to decide	Rozhoduju o změně.	I decide about the change.
slečna	miss	Slečna čeká venku.	The young lady waits outside.
zážitek	experience	Zážitek byl silný.	The experience was strong.
dokončit	to finish	Dokončil práci rychle.	He finished the work quickly.
norma	standard	Norma byla splněna.	The standard was met.
nebezpečí	danger	Nebezpečí stále trvá.	The danger still remains.
rovnice	equation	Rovnice je složitá.	The equation is complex.
záznam	record	Záznam byl smazán.	The record was deleted.
povést	to succeed	Povedlo se to krásně.	It succeeded beautifully.
moment	moment	Moment stačil úplně.	The moment was enough.
okolo	around	Chodím okolo domu.	I walk around the house.
památka	memorial	Památka stojí vysoko.	The memorial stands tall.
zaznamenat	to record	Zaznamenal každý detail.	He recorded every detail.
dospělý	adult	Dospělý muž čeká.	The adult man waits.
turnaj	tournament	Turnaj začal včera.	The tournament started yesterday.
nechávat	to leave	Nechávám to doma.	I leave it at home.
provedení	execution	Provedení bylo přesné.	The execution was precise.
tajný	secret	Tajný plán selhal.	The secret plan failed.
povaha	nature	Povaha člověka se mění.	A person’s nature changes.
jev	phenomenon	Jev trvá dlouho.	The phenomenon lasts long.
jednoduše	simply	Jednoduše to nefunguje.	It simply doesn’t work.
tenkrát	back then	Tenkrát jsem tam byl.	I was there back then.
následek	consequence	Následek byl jasný.	The consequence was clear.
větev	branch	Větev se zlomila.	The branch broke.
vyřešit	to solve	Vyřešil celý problém.	He solved the whole problem.
přednost	priority	Přednost má bezpečnost.	Safety has priority.
dvanáct	twelve	Mám dvanáct knih.	I have twelve books.
týž	the same	Týž člověk přišel.	The same person arrived.
mobil	phone	Mobil nefunguje správně.	The phone doesn’t work properly.
specifický	specific	Specifický úkol chybí.	The specific task is missing.
cigareta	cigarette	Cigareta mu hoří.	His cigarette is burning.
zasáhnout	to hit	Zasáhl přesný cíl.	He hit the exact target.
spisovatel	writer	Spisovatel psal tiše.	The writer wrote quietly.
sůl	salt	Sůl se rozpustila.	The salt dissolved.
usmívat	to smile	Usmívám se často.	I smile often.
jednak	on one hand	Jednak to chápu.	On one hand, I understand.
natolik	so much	Natolik mě to trápí.	It troubles me so much.
připojit	to connect	Připojil kabel správně.	He connected the cable correctly.
strategie	strategy	Strategie selhala náhle.	The strategy failed suddenly.
podepsat	to sign	Podepsal smlouvu včas.	He signed the contract in time.
linka	line	Linka je obsazená.	The line is busy.
předem	in advance	Předem děkuju všem.	I thank everyone in advance.
blok	block	Blok je prázdný.	The block is empty.
kamera	camera	Kamera nefunguje dobře.	The camera doesn’t work well.
chladný	cool	Chladný vzduch fouká.	Cool air blows.
nutit	to force	Nutím se pracovat.	I force myself to work.
regionální	regional	Regionální tým vyhrál.	The regional team won.
dáma	lady	Dáma čeká venku.	The lady waits outside.
pár	couple	Pár odešel brzy.	The couple left early.
brněnský	Brno-related	Brněnský tým vyhrál.	The Brno team won.
design	design	Design působí moderně.	The design looks modern.
diskuse	discussion	Diskuse trvala dlouho.	The discussion lasted long.
vybraný	selected	Vybraný text chybí.	The selected text is missing.
označovat	to label	Označuju správné části.	I label the correct parts.
boží	divine	Boží hlas zněl.	The divine voice sounded.
ocitnout	to find oneself	Ocitl se venku.	He found himself outside.
stavět	to build	Stavím nový dům.	I’m building a new house.
suchý	dry	Suchý vzduch škodí.	Dry air harms.
zkrátka	simply	Zkrátka to nejde.	It simply doesn’t work.
kamenný	stone	Kamenný most stojí.	The stone bridge stands.
hnědý	brown	Hnědý pes běží.	The brown dog runs.
soused	neighbor	Soused přišel pozdě.	The neighbor came late.
klíč	key	Klíč se ztratil.	The key was lost.
odhalit	to reveal	Odhalil pravdu rychle.	He revealed the truth quickly.
tajemství	secret	Tajemství vyšlo ven.	The secret came out.
dávka	dose	Dávka byla malá.	The dose was small.
trasa	route	Trasa je dlouhá.	The route is long.
zbýt	to remain	Zbylo málo času.	Little time remained.
vyhnout	to avoid	Vyhnul se problému.	He avoided the problem.
parametr	parameter	Parametr není přesný.	The parameter is not exact.
kopec	hill	Kopec je strmý.	The hill is steep.
mírně	slightly	Mírně se zlepšil.	He improved slightly.
sdružení	association	Sdružení vydalo zprávu.	The association released a report.
zvýšení	increase	Zvýšení cen pokračuje.	The price increase continues.
závislost	dependence	Závislost trvá dlouho.	The dependence lasts long.
převzít	to take over	Převzal celý projekt.	He took over the whole project.
zajít	to stop by	Zajdu tam zítra.	I’ll stop by tomorrow.
doslova	literally	Doslova mě šokoval.	He literally shocked me.
zvláště	especially	Zvláště mě to trápí.	It troubles me especially.
pochopitelně	naturally	Pochopitelně souhlasím.	Naturally, I agree.
vyzkoušet	to try	Vyzkouším to hned.	I’ll try it immediately.
nepřítel	enemy	Nepřítel ustoupil rychle.	The enemy retreated quickly.
